,YEAR,START_DATE,offensegroup,OFFENSE,offense-text,offensekey,START_TIME
20632,2022,2022-09-14,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,12:05:00
20633,2022,2022-10-11,property,theft f/auto,theft f/auto,property|theft f/auto,10:55:00
20634,2022,2022-10-17,property,theft f/auto,theft f/auto,property|theft f/auto,00:02:00
20635,2022,2022-08-06,property,burglary,burglary,property|burglary,05:00:00
20636,2022,2022-08-05,property,theft f/auto,theft f/auto,property|theft f/auto,08:00:00
20637,2022,2022-08-06,property,theft/other,theft/other,property|theft/other,15:00:00
20638,2022,2022-08-06,property,theft/other,theft/other,property|theft/other,15:58:00
20639,2022,2022-07-31,property,theft/other,theft/other,property|theft/other,14:00:00
20640,2022,2022-08-27,property,burglary,burglary,property|burglary,22:32:00
20641,2022,2022-09-08,property,theft f/auto,theft f/auto,property|theft f/auto,23:23:00
20642,2022,2022-09-08,property,theft/other,theft/other,property|theft/other,10:00:00
20643,2022,2022-08-05,property,theft/other,theft/other,property|theft/other,21:57:00
20644,2022,2022-09-13,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
20645,2022,2022-09-14,property,theft/other,theft/other,property|theft/other,10:10:00
20646,2022,2022-09-14,property,theft/other,theft/other,property|theft/other,01:17:00
20647,2022,2022-09-28,property,theft/other,theft/other,property|theft/other,20:30:00
20648,2022,2022-10-01,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,14:16:00
20649,2022,2022-10-19,property,theft/other,theft/other,property|theft/other,10:20:00
20650,2022,2022-10-19,property,theft/other,theft/other,property|theft/other,12:58:00
20651,2022,2022-07-28,property,theft f/auto,theft f/auto,property|theft f/auto,11:40:00
20652,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,14:36:00
20653,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,14:00:00
20654,2022,2022-08-13,property,theft f/auto,theft f/auto,property|theft f/auto,19:30:00
20655,2022,2022-08-12,property,theft f/auto,theft f/auto,property|theft f/auto,18:00:00
20656,2022,2022-09-04,property,theft/other,theft/other,property|theft/other,23:45:00
20657,2022,2022-09-04,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
20658,2022,2022-09-05,property,burglary,burglary,property|burglary,04:23:00
20659,2022,2022-09-05,property,burglary,burglary,property|burglary,07:18:00
20660,2022,2022-09-04,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,22:00:00
20661,2022,2022-09-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,08:24:00
20662,2022,2022-09-05,property,theft f/auto,theft f/auto,property|theft f/auto,02:00:00
20663,2022,2022-09-05,property,theft/other,theft/other,property|theft/other,08:45:00
20664,2022,2022-09-16,property,theft/other,theft/other,property|theft/other,09:00:00
20665,2022,2022-10-09,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,12:55:00
20666,2022,2022-07-30,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,15:29:00
20667,2022,2022-08-04,violent,robbery,robbery,violent|robbery,12:55:00
20668,2022,2022-09-02,property,theft/other,theft/other,property|theft/other,12:00:00
20669,2022,2022-09-22,property,theft f/auto,theft f/auto,property|theft f/auto,00:50:00
20670,2022,2022-10-09,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:35:00
20671,2022,2022-10-09,property,theft/other,theft/other,property|theft/other,13:31:00
20672,2022,2022-10-01,property,burglary,burglary,property|burglary,14:11:00
20673,2022,2022-10-13,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
20674,2022,2022-10-15,property,theft/other,theft/other,property|theft/other,07:53:00
20675,2022,2022-10-15,property,theft/other,theft/other,property|theft/other,07:32:00
20676,2022,2022-10-14,property,theft f/auto,theft f/auto,property|theft f/auto,13:30:00
20677,2022,2022-07-30,property,burglary,burglary,property|burglary,15:58:00
20678,2022,2022-08-03,property,theft f/auto,theft f/auto,property|theft f/auto,12:45:00
20679,2022,2022-08-04,property,burglary,burglary,property|burglary,11:07:00
20680,2022,2022-08-04,property,theft f/auto,theft f/auto,property|theft f/auto,12:32:00
20681,2022,2022-08-04,property,theft/other,theft/other,property|theft/other,15:22:00
20682,2022,2022-08-04,property,theft/other,theft/other,property|theft/other,17:09:00
20683,2022,2022-08-20,property,theft f/auto,theft f/auto,property|theft f/auto,14:45:00
20684,2022,2022-08-20,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20685,2022,2022-08-21,property,burglary,burglary,property|burglary,04:48:00
20686,2022,2022-08-21,property,theft f/auto,theft f/auto,property|theft f/auto,07:53:00
20687,2022,2022-08-20,property,theft/other,theft/other,property|theft/other,13:30:00
20688,2022,2022-08-26,property,theft f/auto,theft f/auto,property|theft f/auto,10:29:00
20689,2022,2022-11-29,property,theft/other,theft/other,property|theft/other,00:00:00
20691,2022,2022-11-30,property,theft f/auto,theft f/auto,property|theft f/auto,16:40:00
20692,2022,2022-10-17,violent,robbery,robbery,violent|robbery,09:58:00
20693,2022,2022-12-05,property,theft/other,theft/other,property|theft/other,21:00:00
20694,2022,2022-12-02,property,theft/other,theft/other,property|theft/other,08:00:00
20695,2022,2022-12-06,property,theft f/auto,theft f/auto,property|theft f/auto,05:00:00
20696,2022,2022-12-23,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:54:00
20697,2022,2022-12-23,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,19:36:00
20698,2022,2022-12-23,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20699,2022,2022-06-25,property,theft/other,theft/other,property|theft/other,08:25:00
20700,2022,2022-05-23,property,theft f/auto,theft f/auto,property|theft f/auto,10:45:00
20701,2022,2022-06-22,property,theft/other,theft/other,property|theft/other,11:30:00
20702,2022,2022-06-22,property,theft/other,theft/other,property|theft/other,12:35:00
20703,2022,2022-09-04,property,theft/other,theft/other,property|theft/other,01:50:00
20704,2022,2022-08-14,property,theft/other,theft/other,property|theft/other,03:30:00
20705,2022,2022-10-29,property,theft/other,theft/other,property|theft/other,00:00:00
20706,2022,2022-11-03,property,theft/other,theft/other,property|theft/other,23:04:00
20707,2022,2022-11-02,property,theft f/auto,theft f/auto,property|theft f/auto,19:00:00
20708,2022,2022-10-17,property,theft/other,theft/other,property|theft/other,08:28:00
20709,2022,2022-10-17,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,12:21:00
20710,2022,2022-10-23,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,18:25:00
20711,2022,2022-08-12,violent,robbery,robbery,violent|robbery,01:14:00
20712,2022,2022-08-28,violent,homicide,homicide,violent|homicide,05:56:00
20713,2022,2022-09-14,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,15:48:00
20714,2022,2022-09-19,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,19:27:00
20715,2022,2022-09-19,violent,robbery,robbery,violent|robbery,21:33:00
20716,2022,2022-10-23,property,theft/other,theft/other,property|theft/other,18:48:00
20717,2022,2022-10-23,property,theft/other,theft/other,property|theft/other,19:02:00
20718,2022,2022-08-11,property,theft f/auto,theft f/auto,property|theft f/auto,23:30:00
20719,2022,2022-08-11,property,theft/other,theft/other,property|theft/other,14:00:00
20720,2022,2022-08-11,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
20721,2022,2022-08-11,property,theft/other,theft/other,property|theft/other,12:15:00
20722,2022,2022-08-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,05:00:00
20723,2022,2022-08-28,property,theft/other,theft/other,property|theft/other,01:20:00
20724,2022,2022-09-02,property,theft/other,theft/other,property|theft/other,23:20:00
20725,2022,2022-09-03,property,theft/other,theft/other,property|theft/other,00:01:00
20726,2022,2022-09-02,property,theft f/auto,theft f/auto,property|theft f/auto,20:40:00
20727,2022,2022-10-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,04:30:00
20728,2022,2022-10-07,property,theft/other,theft/other,property|theft/other,06:20:00
20729,2022,2022-10-07,property,theft/other,theft/other,property|theft/other,07:58:00
20730,2022,2022-10-12,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,23:05:00
20731,2022,2022-10-02,property,theft/other,theft/other,property|theft/other,20:00:00
20732,2022,2022-10-13,property,theft/other,theft/other,property|theft/other,02:04:00
20733,2022,2022-07-28,property,theft f/auto,theft f/auto,property|theft f/auto,16:27:00
20734,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,13:46:00
20735,2022,2022-08-02,property,theft/other,theft/other,property|theft/other,09:15:00
20736,2022,2022-07-28,property,burglary,burglary,property|burglary,09:00:00
20737,2022,2022-08-02,property,burglary,burglary,property|burglary,06:00:00
20738,2022,2022-07-22,property,theft/other,theft/other,property|theft/other,16:00:00
20739,2022,2022-08-02,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,15:58:00
20740,2022,2022-08-02,property,burglary,burglary,property|burglary,16:01:00
20741,2022,2022-07-28,property,theft f/auto,theft f/auto,property|theft f/auto,17:30:00
20742,2022,2022-08-19,property,theft/other,theft/other,property|theft/other,06:40:00
20743,2022,2022-08-19,property,theft/other,theft/other,property|theft/other,08:20:00
20744,2022,2022-08-18,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
20745,2022,2022-08-18,property,theft f/auto,theft f/auto,property|theft f/auto,23:30:00
20746,2022,2022-09-05,property,theft/other,theft/other,property|theft/other,09:49:00
20747,2022,2022-09-04,property,theft f/auto,theft f/auto,property|theft f/auto,18:45:00
20748,2022,2022-09-04,property,theft f/auto,theft f/auto,property|theft f/auto,10:03:00
20749,2022,2022-09-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,01:30:00
20750,2022,2022-09-09,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
20751,2022,2022-09-10,property,theft/other,theft/other,property|theft/other,18:00:00
20752,2022,2022-09-09,property,theft f/auto,theft f/auto,property|theft f/auto,22:30:00
20753,2022,2022-09-16,property,theft/other,theft/other,property|theft/other,12:00:00
20754,2022,2022-09-25,property,theft f/auto,theft f/auto,property|theft f/auto,15:30:00
20755,2022,2022-09-27,property,theft f/auto,theft f/auto,property|theft f/auto,09:41:00
20756,2022,2022-10-15,violent,robbery,robbery,violent|robbery,00:30:00
20757,2022,2022-09-26,property,theft f/auto,theft f/auto,property|theft f/auto,14:00:00
20758,2022,2022-10-15,property,theft/other,theft/other,property|theft/other,00:00:00
20759,2022,2022-10-20,property,burglary,burglary,property|burglary,07:00:00
20760,2022,2022-10-20,property,theft/other,theft/other,property|theft/other,23:03:00
20761,2022,2022-08-04,property,theft/other,theft/other,property|theft/other,17:46:00
20762,2022,2022-08-09,property,theft f/auto,theft f/auto,property|theft f/auto,17:00:00
20763,2022,2022-08-09,property,theft f/auto,theft f/auto,property|theft f/auto,18:00:00
20764,2022,2022-08-09,property,theft f/auto,theft f/auto,property|theft f/auto,18:30:00
20765,2022,2022-08-26,property,theft/other,theft/other,property|theft/other,11:00:00
20766,2022,2022-07-28,property,theft/other,theft/other,property|theft/other,21:33:00
20767,2022,2022-08-23,property,theft/other,theft/other,property|theft/other,17:00:00
20768,2022,2022-08-26,property,theft f/auto,theft f/auto,property|theft f/auto,14:56:00
20769,2022,2022-08-23,property,theft f/auto,theft f/auto,property|theft f/auto,00:02:00
20770,2022,2022-08-26,property,theft/other,theft/other,property|theft/other,11:55:00
20771,2022,2022-08-26,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,04:00:00
20772,2022,2022-08-31,property,burglary,burglary,property|burglary,20:34:00
20773,2022,2022-12-05,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
20774,2022,2022-12-12,property,theft/other,theft/other,property|theft/other,12:00:00
20775,2022,2022-12-29,violent,homicide,homicide,violent|homicide,19:14:00
20776,2022,2022-12-29,violent,robbery,robbery,violent|robbery,19:45:00
20777,2022,2022-12-29,violent,robbery,robbery,violent|robbery,23:51:00
20778,2022,2022-11-09,violent,robbery,robbery,violent|robbery,23:30:00
20779,2022,2022-11-10,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,06:32:00
20780,2022,2022-07-31,violent,robbery,robbery,violent|robbery,15:51:00
20781,2022,2022-12-11,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
20782,2022,2022-12-10,property,theft f/auto,theft f/auto,property|theft f/auto,19:30:00
20783,2022,2022-12-12,property,theft f/auto,theft f/auto,property|theft f/auto,14:40:00
20784,2022,2022-12-29,property,theft/other,theft/other,property|theft/other,18:46:00
20785,2022,2022-12-29,property,theft/other,theft/other,property|theft/other,19:20:00
20786,2022,2022-12-29,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:00:00
20787,2022,2022-12-29,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,23:25:00
20788,2022,2022-12-29,property,theft/other,theft/other,property|theft/other,13:25:00
20789,2022,2022-03-05,property,theft/other,theft/other,property|theft/other,20:45:00
20790,2022,2022-08-01,property,theft f/auto,theft f/auto,property|theft f/auto,14:10:00
20791,2022,2022-09-06,property,theft/other,theft/other,property|theft/other,15:20:00
20792,2022,2022-09-07,property,theft/other,theft/other,property|theft/other,12:00:00
20793,2022,2022-09-07,property,theft/other,theft/other,property|theft/other,15:00:00
20794,2022,2022-08-31,property,theft/other,theft/other,property|theft/other,23:25:00
20795,2022,2022-11-18,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
20796,2022,2022-11-20,property,theft f/auto,theft f/auto,property|theft f/auto,06:50:00
20797,2022,2022-11-21,property,theft/other,theft/other,property|theft/other,12:45:00
20798,2022,2022-11-26,property,theft/other,theft/other,property|theft/other,13:00:00
20799,2022,2022-11-09,property,theft f/auto,theft f/auto,property|theft f/auto,18:30:00
20800,2022,2022-11-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,05:41:00
20801,2022,2022-11-10,property,theft/other,theft/other,property|theft/other,07:30:00
20802,2022,2022-11-10,property,theft f/auto,theft f/auto,property|theft f/auto,23:30:00
20803,2022,2022-07-31,property,theft/other,theft/other,property|theft/other,18:15:00
20804,2022,2022-07-31,property,theft f/auto,theft f/auto,property|theft f/auto,14:15:00
20805,2022,2022-09-08,violent,robbery,robbery,violent|robbery,17:46:00
20806,2022,2022-07-30,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,22:00:00
